email,household_type,footage,heating_temp,cooling_temp,postal_code,utilities
bgood@green-plus.com,house,1086,76,73,87750,"gas,steam"
bgreenbush@cancity.com,apartment,791,65,72,68743,"electric,gas,fuel oil"
bhagele@funholding.com,condominium,665,68,72,38041,"electric,fuel oil"
bhagele@opentech.com,house,232,72,70,74727,
bhagele@plexzap.com,house,827,75,73,59460,gas
bhalter@rangreen.com,townhome,1379,,,71933,
bhalter@rundofase.com,apartment,584,,,16335,"electric,gas"
bharabedian@donquadtech.com,house,2248,72,74,46063,gas
bheimann@zencorporation.com,townhome,1132,76,73,43510,electric
bhengel@mathtouch.com,townhome,803,66,,99829,electric
bhiatt@ganjaflex.com,apartment,915,73,72,52215,
bhirpara@openlane.com,condominium,703,76,73,37857,"electric,gas"
bhoneywell@gogozoom.com,condominium,2124,66,70,43158,electric
bhoogland@finjob.com,apartment,1383,73,72,7040,"electric,fuel oil"
bhoogland@lexiqvolax.com,condominium,452,74,73,99036,"electric,gas"
bhoogland@plussunin.com,condominium,706,73,,67954,
bhudnall@zoomit.com,house,1448,71,,73092,fuel oil
bjuhas@hottechi.com,house,968,76,,92410,electric
bjulia@bioplex.com,mobile home,289,76,71,98004,gas
bjuvera@cancity.com,apartment,509,72,70,60679,gas
bkalafatis@kinnamplus.com,apartment,698,,,1546,gas
bkampa@betatech.com,apartment,1085,72,71,26332,fuel oil
bkampa@labdrill.com,mobile home,407,67,72,30215,electric
bkannady@yearin.com,mobile home,199,73,72,32898,"electric,gas"
bkeener@donware.com,apartment,788,67,73,44270,"electric,steam"
bkeener@groovestreet.com,house,981,74,,10987,electric
bkeener@j-texon.com,apartment,1465,69,73,70076,"electric,gas"
bkiel@betatech.com,house,139,74,74,77423,gas
bkiel@stanredtax.com,apartment,692,69,70,70740,electric
bkippley@cancity.com,house,2653,67,74,57189,electric
bkippley@codehow.com,apartment,407,75,69,17730,
bkippley@groovestreet.com,apartment,993,70,74,59420,electric
bkippley@labdrill.com,condominium,691,71,72,66776,"electric,fuel oil"
bklonowski@nam-zim.com,house,731,72,,66054,electric
bknipp@sumace.com,apartment,457,73,72,53570,"gas,fuel oil"
bkohl@yearin.com,house,1463,,,68304,electric
bkoppinger@rangreen.com,apartment,1765,,,74369,electric
bkownacki@zencorporation.com,house,1122,69,75,82703,"electric,gas"
blacovara@zathunicon.com,condominium,554,74,69,83642,"gas,fuel oil"
blary@year-job.com,mobile home,230,77,73,93483,steam
blawler@plusstrip.com,condominium,529,66,75,75790,gas
bleinenbach@dontechi.com,apartment,555,67,73,55349,"electric,steam"
blinahan@mathtouch.com,mobile home,429,,71,75141,fuel oil
blipke@donware.com,house,1743,69,75,21203,fuel oil
blipke@rundofase.com,townhome,2397,68,74,65530,"electric,gas"
blipkin@donware.com,house,1868,76,,52765,"electric,gas"
blizama@zathunicon.com,apartment,859,67,74,65486,electric
blother@j-texon.com,house,1455,75,73,45003,"electric,gas"
blouissant@blackzim.com,house,777,74,68,27927,"electric,gas"
blouissant@j-texon.com,apartment,507,70,74,17026,fuel oil
bluczki@domzoom.com,house,1310,76,72,88044,"electric,gas"
blueckenbach@finhigh.com,house,2612,71,73,80035,"electric,gas"
blueckenbach@treequote.com,apartment,984,75,74,91108,electric
blungren@zotware.com,house,1318,68,,18601,electric
bmaclead@streethex.com,house,2679,76,73,50551,gas
bmadarang@isdom.com,house,1323,76,74,55073,electric
bmadarang@konmatfix.com,apartment,1205,75,75,58324,"gas,fuel oil"
bmallett@konmatfix.com,condominium,137,67,,52568,fuel oil
bmanno@domzoom.com,house,258,72,,56715,electric
bmartabano@fasehatice.com,apartment,680,,73,47236,gas
bmastella@kan-code.com,mobile home,354,69,74,60567,"electric,gas"
bmaynerich@faxquote.com,apartment,668,76,73,97523,gas
bmclaird@hatfan.com,apartment,1285,,73,45682,electric
bmcnease@cancity.com,condominium,2194,73,74,79097,"electric,gas"
bmcnease@silis.com,house,679,70,,56369,gas
bmcnease@singletechno.com,apartment,85,74,,43356,"electric,fuel oil"
bmeteer@dalttechnology.com,house,223,71,70,49077,gas
bmirafuentes@plexzap.com,apartment,849,73,70,66901,"electric,steam"
bmontezuma@donware.com,mobile home,33,75,71,83874,electric
bmulqueen@dalttechnology.com,house,2100,69,72,40622,electric
bmunns@newex.com,townhome,1554,76,,7630,gas
bmyricks@green-plus.com,condominium,995,73,,38055,"gas,fuel oil"
bnestle@xx-holding.com,apartment,428,74,,29936,electric
bnievas@iselectrics.com,townhome,1179,72,72,68301,"electric,gas"
bnievas@ontomedia.com,condominium,2266,73,73,45211,electric
bostrosky@codehow.com,house,2313,74,,74630,electric
bpadilla@zathunicon.com,townhome,1118,71,,66538,
bpagliuca@bioplex.com,house,1207,76,74,6108,"electric,gas"
bparlato@streethex.com,house,681,73,75,5905,electric
bpedrozo@kan-code.com,townhome,1086,65,72,93502,"electric,gas,fuel oil"
bplumer@labdrill.com,apartment,679,65,,15237,electric
bpoullion@bioholding.com,house,1238,72,74,29622,"electric,gas"
bpugh@opentech.com,condominium,1694,73,,65785,gas
bregusters@domzoom.com,apartment,717,70,76,60691,"electric,gas"
brentfro@green-plus.com,mobile home,218,72,73,4982,"electric,gas"
brhymes@funholding.com,apartment,905,75,71,11217,electric
briden@opentech.com,house,501,69,73,41037,"electric,steam"
brim@groovestreet.com,townhome,787,71,71,65565,"electric,gas,fuel oil"
briopelle@donquadtech.com,condominium,2443,69,71,17851,
bruta@faxquote.com,condominium,666,74,73,83111,
bryser@zotware.com,apartment,803,66,,58645,"electric,gas"
bsamara@konmatfix.com,house,1403,72,,79943,fuel oil
bsaras@golddex.com,apartment,1688,,74,18453,"gas,steam,fuel oil"
bsarbacher@mathtouch.com,mobile home,192,72,70,28092,
bsarbacher@newex.com,townhome,1463,70,74,97039,"electric,fuel oil"
bsayaphon@funholding.com,condominium,52,73,75,69334,"electric,gas"
bsayaphon@sunnamplex.com,townhome,1325,67,72,21822,gas
bschirpke@donquadtech.com,townhome,1187,73,76,67464,gas
bschirpke@donware.com,townhome,817,76,72,4646,"electric,gas"
bschirpke@goodsilron.com,apartment,1023,77,,45113,electric
bscipione@donquadtech.com,condominium,751,69,73,64433,gas
bscipione@silis.com,apartment,1246,68,75,13042,"electric,gas"
bsergi@dontechi.com,apartment,900,76,72,17007,fuel oil
bshadrick@lexiqvolax.com,house,1792,,,35453,electric
bshields@yearin.com,townhome,1932,,,37310,
bshire@sonron.com,mobile home,39,71,,66601,
bsilvestrini@cancity.com,house,950,76,69,2805,
bsimilton@opentech.com,mobile home,694,,72,93727,steam
bskulski@kinnamplus.com,apartment,2342,68,,19495,gas
bskursky@ron-tech.com,apartment,527,76,75,32125,"electric,steam"
bslusarski@donquadtech.com,apartment,501,69,,13088,
bspickerman@domzoom.com,mobile home,177,69,69,60933,electric
bspringe@betatech.com,apartment,1008,75,70,50436,gas
bspringe@funholding.com,apartment,248,69,72,48849,gas
bsteffensmeier@y-corporation.com,mobile home,755,75,,36142,
bsteffensmeier@year-job.com,house,87,66,,66738,steam
bsteier@fasehatice.com,apartment,753,76,,11518,
bstimmel@inity.com,apartment,641,,,16353,fuel oil
bstoltzman@green-plus.com,house,2476,64,74,38339,"electric,gas,fuel oil"
bstoltzman@plusstrip.com,house,1267,,72,98524,gas
bsuell@inity.com,house,1537,,,27923,"electric,gas,fuel oil"
bsuell@plexzap.com,apartment,723,,,85920,"electric,gas"
bsuffield@finjob.com,townhome,906,67,74,44630,
bsweigard@nam-zim.com,townhome,1570,70,,18638,electric
bsyrop@domzoom.com,townhome,2230,77,68,48465,
btheodorov@opentech.com,house,99,,72,47976,fuel oil
bthyberg@labdrill.com,townhome,193,67,73,61634,
btillotson@sonron.com,mobile home,157,,69,34473,gas
btjepkema@plussunin.com,apartment,425,,71,16870,electric
btollner@streethex.com,mobile home,1081,70,72,33004,electric
btomasulo@green-plus.com,house,1978,75,71,77471,
btreston@ron-tech.com,apartment,357,77,71,33460,electric
btromblay@funholding.com,house,2048,69,,11356,electric
bturinetti@zathunicon.com,apartment,1474,70,72,76882,electric
bupthegrove@blackzim.com,apartment,442,72,,11969,fuel oil
bvarriano@codehow.com,condominium,1142,,71,19319,electric
bvenere@labdrill.com,apartment,390,70,,48434,"electric,gas,fuel oil"
bvillanueva@funholding.com,condominium,1439,68,73,56578,steam
bvinning@hottechi.com,apartment,1152,76,71,61730,
bvocelka@isdom.com,apartment,466,70,,96022,gas
bwalthall@statholdings.com,house,813,,76,70002,"electric,gas"
bwardrip@fasehatice.com,apartment,790,70,,49921,"gas,steam,fuel oil"
bweight@zoomit.com,house,1516,75,75,31565,"electric,steam,fuel oil"
bweirather@donquadtech.com,townhome,85,69,74,71135,"electric,gas,steam"
bweirather@ganjaflex.com,house,703,76,73,5076,electric
bwenzinger@ontomedia.com,apartment,1969,72,,73622,electric
bwide@lexiqvolax.com,mobile home,162,77,74,28579,
bwieser@nam-zim.com,apartment,2092,70,75,77079,"electric,gas"
bwildfong@xx-zobam.com,townhome,1964,70,,29831,electric
bwitten@green-plus.com,apartment,2029,71,72,65067,electric
bwolny@hottechi.com,townhome,54,,,67233,
byaw@xx-holding.com,mobile home,254,69,,7860,electric
byori@golddex.com,apartment,499,,72,62215,"steam,fuel oil"
byum@finhigh.com,townhome,878,,,88264,"electric,fuel oil"
bzagen@dambase.com,mobile home,258,70,74,60110,gas
cabdallah@dambase.com,condominium,162,70,74,93955,electric
cacey@sonron.com,condominium,2043,74,73,76429,"gas,fuel oil"
cacuff@codehow.com,house,2596,77,72,59053,
cacuff@fasehatice.com,house,641,75,,21686,gas
cadkin@plusstrip.com,townhome,603,73,72,73099,fuel oil
cahle@fasehatice.com,townhome,1416,70,,59351,"electric,gas,steam"
cahle@newex.com,apartment,551,71,,47920,gas
cahle@ontomedia.com,apartment,976,76,75,95205,fuel oil
calbares@rantouch.com,apartment,861,78,73,98850,"electric,gas"
calbares@zencorporation.com,mobile home,685,,,97341,"electric,gas"
camigon@lexiqvolax.com,townhome,1285,73,70,72379,electric
camigon@plexzap.com,apartment,1063,71,75,79918,"electric,gas,fuel oil"
camyot@finhigh.com,townhome,607,71,74,18445,electric
candreason@streethex.com,apartment,1129,68,,7062,"electric,gas"
cangalich@codehow.com,apartment,1106,73,70,41839,electric
cangalich@lexiqvolax.com,townhome,587,75,72,73196,"electric,gas"
cangalich@xx-zobam.com,townhome,1869,,70,6101,"electric,gas"
carceo@bioplex.com,townhome,1288,75,70,54152,"electric,gas"
carceo@codehow.com,apartment,398,74,75,46748,electric
caredondo@konmatfix.com,apartment,319,76,71,73832,gas
cauber@groovestreet.com,mobile home,73,69,69,53102,"electric,gas"
cauffrey@fasehatice.com,apartment,407,72,74,38621,"electric,gas"
cauffrey@hottechi.com,apartment,1170,73,74,80135,gas
cbarfield@fasehatice.com,house,1470,71,71,66628,gas
cbarfield@iselectrics.com,house,2220,75,71,99005,
cbatman@green-plus.com,apartment,1077,74,,75762,
cbayless@silis.com,house,1974,67,71,62871,gas
cbeech@cancity.com,townhome,76,75,,59484,gas
cbeech@zencorporation.com,apartment,846,,,60448,gas
cbennick@blackzim.com,condominium,409,78,,75240,electric
cbennick@toughzap.com,house,1145,76,72,18333,"electric,gas"
cberganza@zathunicon.com,house,1732,69,74,50428,fuel oil
cbergesen@ron-tech.com,house,2064,,70,84701,
cberlanga@groovestreet.com,apartment,1082,73,69,37871,"electric,gas"
cberray@openlane.com,apartment,601,76,70,28311,electric
cbevelacqua@codehow.com,townhome,1273,71,,34747,electric
cbevelacqua@plusstrip.com,house,788,70,75,8905,
cbiddy@j-texon.com,house,776,72,71,77063,
cbirkner@hottechi.com,house,1372,,,91340,
cblackwood@ontomedia.com,apartment,833,73,,57700,gas
cboord@finjob.com,townhome,1951,,76,17407,"electric,fuel oil"
cboord@toughzap.com,apartment,1506,75,74,10520,"electric,gas"
cboulter@condax.com,house,679,69,73,34142,steam
cboulter@finhigh.com,apartment,869,70,73,44132,fuel oil
cbrachle@goodsilron.com,townhome,666,67,,54489,electric
cbrossart@nam-zim.com,condominium,171,74,,94534,gas
cbruschke@doncon.com,apartment,1287,78,71,53808,
cbruschke@ontomedia.com,apartment,435,72,,6106,"electric,gas"
cbuemi@streethex.com,house,2269,,69,48466,
cburnard@opentech.com,condominium,1820,,73,70355,"electric,gas"
cburnard@year-job.com,house,718,69,,97435,
cbutzen@faxquote.com,townhome,1216,,74,58854,"electric,gas"
cbutzen@inity.com,townhome,2447,,72,98444,gas
cbuvens@sumace.com,condominium,1490,68,,48212,"electric,gas,steam"
cbuzick@fasehatice.com,mobile home,424,71,73,75759,
cbuzick@plussunin.com,apartment,914,73,73,95564,electric
ccaiafa@iselectrics.com,townhome,1625,74,,62893,
ccaldarera@dalttechnology.com,condominium,814,76,70,58216,gas
ccaldarera@iselectrics.com,townhome,1278,75,73,12304,"electric,fuel oil"
ccallaro@stanredtax.com,house,1790,67,,65681,gas
ccalvaresi@rantouch.com,apartment,1826,76,,83276,"electric,fuel oil"
ccampain@dambase.com,condominium,464,72,,96160,electric
ccampain@sonron.com,townhome,1084,73,75,29835,"electric,gas,fuel oil"
ccampain@zumgoity.com,apartment,471,68,74,19032,
ccandlish@nam-zim.com,apartment,699,,,33569,
ccandlish@rangreen.com,house,1321,72,74,31205,fuel oil
ccastros@ron-tech.com,townhome,1489,70,71,55722,
ccaudy@goodsilron.com,house,665,74,73,67416,"electric,gas"
ccaudy@zathunicon.com,apartment,653,74,70,43320,electric
ccetta@rundofase.com,condominium,2001,77,,23691,fuel oil
cchaffins@ganjaflex.com,mobile home,194,66,72,42403,"electric,fuel oil"
cchickering@plexzap.com,townhome,1147,74,,59641,electric
cchickering@rantouch.com,house,1516,75,72,84050,"electric,gas"
cchui@donware.com,apartment,99,71,,39042,
cchui@ganjaflex.com,house,1360,74,,10278,electric
cchui@scotfind.com,condominium,614,75,,57357,"electric,gas"
cclaucherty@singletechno.com,house,1149,75,73,58440,
ccolaizzo@scotfind.com,house,1498,74,72,4066,electric
ccolaizzo@scottech.com,mobile home,41,70,72,21916,electric
ccolaizzo@warephase.com,apartment,1220,74,72,98505,gas
ccoody@singletechno.com,house,1853,75,73,2822,"electric,fuel oil"
ccookey@treequote.com,house,600,74,75,44276,"electric,steam"
ccorrio@zathunicon.com,house,2435,75,,13631,"electric,gas,fuel oil"
ccoyier@lexiqvolax.com,apartment,1275,76,73,79016,
ccoyier@plexzap.com,apartment,1706,,72,70359,"electric,gas"
ccrupi@golddex.com,apartment,1245,65,74,74444,gas
ccrupi@inity.com,apartment,1090,73,70,53206,electric
ccryer@betasoloin.com,apartment,1984,76,,76693,
ccryer@bioholding.com,apartment,64,,,22947,"electric,gas"
cdallen@opentech.com,mobile home,729,76,72,61263,electric
cdallen@scotfind.com,house,1464,76,,7461,electric
cdallen@singletechno.com,townhome,2948,69,71,85324,electric
cdaufeldt@scotfind.com,house,1562,75,,27299,electric
cdegonia@betatech.com,apartment,590,,75,99745,fuel oil
cdegonia@zathunicon.com,apartment,332,76,,45324,"electric,fuel oil"
cdegroot@faxquote.com,house,1570,,73,89409,
cdegroot@newex.com,apartment,3090,74,72,49055,"electric,gas"
cdelasancha@betasoloin.com,apartment,595,69,72,7302,"gas,fuel oil"
cdelasancha@green-plus.com,apartment,747,71,,28329,electric
cdelasancha@streethex.com,apartment,1578,71,73,21529,
cdeleo@zoomit.com,apartment,1050,68,,97077,"electric,fuel oil"
cdemesa@ron-tech.com,apartment,1037,,,77235,electric
cdenooyer@bioholding.com,apartment,372,72,73,46283,"electric,fuel oil"
cdenooyer@konmatfix.com,house,97,74,76,24985,fuel oil
cdevreese@streethex.com,condominium,1541,,,88314,
cdevreese@toughzap.com,apartment,1025,72,74,98448,electric
cdickerson@labdrill.com,mobile home,22,75,71,28209,electric
cdickerson@singletechno.com,house,4997,75,72,54052,fuel oil
cdilliard@blackzim.com,apartment,1806,72,,68144,electric
cdinos@donquadtech.com,house,558,70,,26757,
cdinos@faxquote.com,house,1351,70,73,71662,"electric,gas"
cdinos@nam-zim.com,house,593,66,,48754,electric
cdiscipio@faxquote.com,apartment,867,,,17047,"electric,gas"
cdiscipio@y-corporation.com,apartment,705,69,73,53103,electric
cdopico@isdom.com,apartment,1168,,72,31031,gas
cdopico@scottech.com,house,1363,,70,79350,electric
cdubaldi@donquadtech.com,house,692,70,75,18351,"gas,fuel oil"
cduenas@newex.com,condominium,660,67,,50271,gas
cduenas@ontomedia.com,condominium,1365,73,70,57003,electric
cduenas@zotware.com,house,620,71,73,32214,"electric,gas,steam"
cehmann@betasoloin.com,townhome,107,75,72,99568,electric
cehmann@opentech.com,house,1159,67,,23519,gas
cemigh@dalttechnology.com,house,468,71,71,17211,
cengelberg@hottechi.com,mobile home,42,,75,50105,"electric,gas"
ceroman@plusstrip.com,townhome,1045,74,74,41605,gas
ceschberger@zumgoity.com,apartment,503,75,75,47870,
cfarrow@cancity.com,townhome,1471,,76,95640,gas
cfarrow@scottech.com,townhome,1066,69,,31319,electric
cferencz@golddex.com,house,1373,,,58438,electric
cfern@gogozoom.com,condominium,48,70,74,47586,"gas,fuel oil"
cferrario@finhigh.com,apartment,198,71,,29706,
cfishburne@betasoloin.com,apartment,549,73,72,56090,gas
cflosi@stanredtax.com,condominium,499,75,69,65627,
cfortino@mathtouch.com,house,1639,74,73,2832,"gas,fuel oil"
cfrancescon@donquadtech.com,apartment,430,76,,60516,"electric,gas"
cfrankel@dambase.com,house,1096,76,73,56762,electric
cfrankel@isdom.com,townhome,1960,74,,39635,electric
cfrankel@stanredtax.com,house,124,67,,17064,"gas,steam"
cfrerking@rantouch.com,mobile home,499,76,75,18109,electric
cfrey@ron-tech.com,townhome,2706,75,74,22134,
cfrey@zoomit.com,house,736,66,73,13345,electric
cfunnell@silis.com,townhome,187,73,72,17080,gas
cgarufi@finjob.com,house,1515,70,,48803,"electric,gas,fuel oil"
cgehrett@betasoloin.com,mobile home,192,,74,80651,
cgehrett@fasehatice.com,apartment,1174,72,75,65339,gas
cgehrett@isdom.com,house,1548,78,75,65557,"electric,gas,steam"
cgellinger@stanredtax.com,apartment,766,74,,47093,
cgellinger@treequote.com,apartment,1212,66,,66870,"electric,gas"
cgellinger@zotware.com,apartment,386,73,75,16432,fuel oil
cgillian@ontomedia.com,condominium,1832,77,,91793,"electric,gas"
cgillian@opentech.com,house,62,,73,88048,
cgleich@betatech.com,townhome,203,71,,91077,"steam,fuel oil"
cglick@rantouch.com,apartment,1225,74,,95130,gas
cglick@scotfind.com,condominium,3536,72,,40161,gas
cgobern@sunnamplex.com,house,1561,75,69,13774,"electric,gas"
cgochal@konex.com,house,1917,71,74,87002,gas
cgochal@sonron.com,house,1190,71,69,19516,electric
cgochal@sunnamplex.com,house,1140,69,,40070,electric
cgotter@blackzim.com,apartment,490,78,69,48473,"electric,gas"
cgreenbush@blackzim.com,house,1081,73,70,34680,fuel oil
cgrenet@y-corporation.com,mobile home,198,,73,15145,gas
cgudroe@plexzap.com,apartment,466,73,,24360,"gas,fuel oil"
cgwalthney@isdom.com,apartment,447,72,74,3838,electric
chagele@donquadtech.com,house,1485,73,72,15722,"electric,fuel oil"
chagele@y-corporation.com,house,625,77,75,43842,"electric,fuel oil"
chalsey@dambase.com,house,1229,72,76,29178,"electric,fuel oil"
chalter@toughzap.com,house,1038,72,73,4460,"electric,gas"
chamilton@singletechno.com,townhome,251,71,72,79749,gas
charnos@blackzim.com,house,1522,75,75,21260,gas
charoldson@condax.com,apartment,1733,,74,54919,"electric,gas,fuel oil"
chauenstein@xx-zobam.com,apartment,2161,72,,37148,electric
cheimann@silis.com,house,1941,73,73,28112,"electric,fuel oil"
cheintzman@conecom.com,townhome,262,71,,68661,steam
cheintzman@zumgoity.com,apartment,951,76,,83870,
cherritt@toughzap.com,apartment,542,,73,77423,
