household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
afallick@kinnamplus.com	3	Klikilar Holdings		air_handler	air_conditioner	2.3							6443
afarrar@donquadtech.com	1	Incadex	Rapwerpollax	water_heater						gas	46.3	174	12210
afarrar@donquadtech.com	2	Doptaninin Holdings Inc	Winerimazz	air_handler	heatpump			17.9	13.2				10772
afarrar@donquadtech.com	3	Tipjubepover		water_heater						thermosolar	45.9		10840
afarrar@donquadtech.com	4	Varbanaquower Direct Corp.	Dopbanplentor	air_handler	heater		gas						11012
afarrar@donquadtech.com	5	Endtinan		air_handler	heater		gas						12258
afarrar@donquadtech.com	6	Tiptananover Holdings Company		air_handler	air_conditioner	6.6							9795
afarrar@donquadtech.com	7	Barpebefentor Holdings Group	Infroponex	air_handler	heatpump			26.3	39.2				10147
afarrar@green-plus.com	1	Upglibistor WorldWide Company	Parglibplex	air_handler	heatpump,heater,air_conditioner	2.1	electric	22.9	47.1				6997
afarrar@green-plus.com	2	Lomjubplower	Supzapedin	air_handler	heatpump			25.5	29.5				5535
afarrar@green-plus.com	3	Rekilantor Group		air_handler	air_conditioner	1.6							4377
afarrar@kan-code.com	1	Thrucadantor WorldWide	Qwinipilicator	air_handler	air_conditioner	1.5							4463
afarrar@kan-code.com	2	Hapvenicator Direct	Rebanimin	water_heater						thermosolar	73.7	169	4390
afarrar@kan-code.com	3	Cipmunackex International		air_handler	air_conditioner,heater	4.8	gas						7018
afarrar@kan-code.com	4	Groericator WorldWide Inc	Uppebover	air_handler	air_conditioner,heatpump	12.7		22.7	32.7				8999
afarrar@kan-code.com	5	Lomdimewax Direct	Cipsapommover	air_handler	heatpump			19.5	33.1				4059
afarrar@kan-code.com	6	Rapvenex Direct Corp.		air_handler	air_conditioner	1.5							6370
afarrow@isdom.com	1	Endwerpentor International	Enderax	water_heater						electric	28.0	228	8350
afarrow@streethex.com	1	Rapvenamower International	Thrusipewicator	air_handler	air_conditioner,heatpump	1.9		16.0	50.9				8146
afarrow@streethex.com	2	Tipsapopex WorldWide	Tupcadan	air_handler	heater		electric						5098
afarrow@streethex.com	3	Advenupex Direct Company	Winnipegar	air_handler	heater		electric						4463
afeichtner@konex.com	1	Adniponan Corp.		air_handler	air_conditioner	2.2							8050
afeichtner@konex.com	2	Thrusipupistor Direct	Inerewicator	air_handler	heater		gas						6668
afeichtner@konex.com	3	Montanex International		air_handler	heater		gas						6203
afeichtner@konex.com	4	Supcadantor Group	Parquestan	air_handler	heater,heatpump		electric	22.7	47.1				10954
afelger@betatech.com	1	Unjubar International Group	Supdimex	water_heater						gas	65.4		20688
afelger@doncon.com	1	Klitumplor Direct Inc		air_handler	air_conditioner	1.0							5478
afelger@doncon.com	2	Endmunistor WorldWide	Cipcadover	air_handler	air_conditioner,heatpump	1.8		22.2	74.5				6042
afelger@doncon.com	3	Suptanantor Group	Innipilax	air_handler	heatpump			13.8	53.0				4674
afigeroa@dalttechnology.com	1	Parnipimax WorldWide	Emrobexistor	air_handler	air_conditioner	4.3							5839
afigeroa@dalttechnology.com	2	Retumanentor Inc		air_handler	air_conditioner,heater	3.0	electric						8233
afigeroa@dalttechnology.com	3	Emglibistor WorldWide Group	Klimunilin	air_handler	air_conditioner	1.5							5565
aflister@sonron.com	1	Suprobepan Inc	Varwerpazz	air_handler	air_conditioner,heater	24.2	electric						12721
afoller@gogozoom.com	1	Incadex	Parmunentor	air_handler	heater		electric						13435
afoller@year-job.com	1	Uppickin	Supcadax	air_handler	heater		fuel oil						11433
afortino@openlane.com	1	Resapollower Holdings	Parjubupower	air_handler	heater		electric						3692
afortino@openlane.com	2	Endjubupover International Company		air_handler	heater		electric						4181
afortino@openlane.com	3	Rapweregicator International	Doppickor	air_handler	air_conditioner,heater	1.4	gas						4992
afortino@openlane.com	4	Endbanilentor Direct	Hapdudanower	air_handler	heater		electric						3473
afrey@treequote.com	1	Parquestin International	Thrufropinor	air_handler	air_conditioner	10.5							10587
afritz@funholding.com	1	Upjubistor Group	Zeesapistor	air_handler	air_conditioner,heater,heatpump	1.5	electric	18.4	38.9				5547
agabisi@dalttechnology.com	1	Montanewor Inc	Barhupor	water_heater						gas	36.3	136	6741
agabisi@dalttechnology.com	2	Varbanonicator		water_heater						electric	33.0	94	6024
agabisi@dalttechnology.com	3	Lomwerpar WorldWide Inc	Klidimewazz	air_handler	air_conditioner,heater	3.8	gas						8351
agabisi@ganjaflex.com	1	Endtinan	Parquestax	air_handler	air_conditioner	2.4							7841
agato@hatfan.com	1	Klibanicator		water_heater						heat pump	80.7	169	6914
agato@hatfan.com	2	Uppickin	Upniponower	water_heater						heat pump	17.9		6900
agato@hatfan.com	3	Hapweran International	Rezapegistor	air_handler	heater,air_conditioner	4.1	electric						10122
agato@hatfan.com	4	Rehupan Holdings Company	Frojubonex	air_handler	heatpump			12.9	41.9				8069
agato@hatfan.com	5	Thruvenan International	Endcador	water_heater						thermosolar	12.9	179	8127
agato@hatfan.com	6	Supsapedicator Holdings	Endweregor	air_handler	heatpump			19.7	51.2				8224
agato@hatfan.com	7	Unmunilar Holdings	Winjubadex	air_handler	heater,air_conditioner	2.8	electric						8447
agato@hatfan.com	8	Adbanonover	Lomcadantor	air_handler	heatpump			22.3	30.2				8036
agato@hatfan.com	9	Suprobepan Inc	Adnipplan	air_handler	heatpump			26.9	48.6				8165
agato@hatfan.com	10	Unroban Holdings Company	Montinanax	air_handler	heatpump			21.6	46.9				7951
agato@ontomedia.com	1	Parquestantor Holdings Group	Supjubamazz	air_handler	heatpump			27.0	62.8				4936
agato@ontomedia.com	2	Surwerpower WorldWide Group		air_handler	heater		fuel oil						5738
agato@ontomedia.com	3	Cipjubaquistor	Frobanazz	water_heater						gas	64.6	91	5668
agato@ontomedia.com	4	Resapollower Holdings	Frosapegistor	water_heater						electric	41.7	106	4341
agato@ontomedia.com	5	Parsipicator Company	Adnipower	water_heater						electric	76.6	152	4861
agato@ontomedia.com	6	Inrobicator Holdings Group	Doptumamentor	air_handler	heatpump,air_conditioner	5.8		15.6	56.0				7471
agehrett@scotfind.com	1	Lomcadar Corp.	Rekilicator	air_handler	heater,air_conditioner	8.9	gas						9980
agellinger@condax.com	1	Frotinaquar Direct Group	Qwitanommicator	air_handler	heatpump,heater		gas	16.0	56.3				7607
agellinger@condax.com	2	Hapweristor Holdings	Revenilentor	water_heater						gas	50.8	110	6862
agellinger@condax.com	3	Raptanonan	Empickin	water_heater						heat pump	44.8	118	6380
agellinger@condax.com	4	Surdudimor		air_handler	heatpump			21.4	51.8				6612
agellinger@finhigh.com	1	Cipquestonax Holdings	Barhupedgower	air_handler	air_conditioner	1.6							2686
agellinger@finhigh.com	2	Winbanower WorldWide Corp.	Truzapexower	water_heater						electric	17.7	130	3063
agellinger@finhigh.com	3	Monpebinin WorldWide	Remunegar	air_handler	heatpump			17.0	44.4				3154
agellinger@finhigh.com	4	Uneran International	Inbanadower	air_handler	air_conditioner	3.7							2719
agellinger@finhigh.com	5	Rapfropistor Direct	Qwisipackentor	air_handler	heater		electric						2414
agellinger@finhigh.com	6	Monnipar	Repickamentor	air_handler	heater,air_conditioner	1.2	electric						2693
agesick@rantouch.com	1	Tupkilplower Direct		air_handler	air_conditioner,heatpump,heater	2.0	electric	20.0	30.3				5006
agesick@rantouch.com	2	Rerobazz	Zeezapicar	air_handler	heatpump,heater		electric	20.6	28.3				5866
agesick@rantouch.com	3	Unvenefor Group	Parjubopor	air_handler	air_conditioner	4.3							3481
agillaspie@finhigh.com	1	Thrududover Direct Company	Trusipegar	air_handler	heater		gas						2655
agillaspie@finhigh.com	2	Barpickonax Inc	Qwipickonover	air_handler	heatpump			23.4	43.5				2706
agillaspie@finhigh.com	3	Fromunommower Holdings Group	Parvenaquor	air_handler	air_conditioner,heatpump	1.9		26.6	42.8				2419
agillaspie@finhigh.com	4	Varerax Holdings Corp.	Froquestplax	air_handler	heater		gas						2151
agillian@ron-tech.com	1	Cipsapantor Direct	Grosapower	air_handler	air_conditioner,heater,heatpump	1.4	electric	22.0	49.1				5955
agillian@ron-tech.com	2	Tiperimor International	Cipkilax	air_handler	air_conditioner	0.7							3072
agillian@ron-tech.com	3	Endbanepistor		air_handler	heater		gas						3435
agillian@ron-tech.com	4	Monjubin	Cipdiminin	air_handler	heatpump			23.1	40.4				3178
agleich@doncon.com	1	Dopwerpin		water_heater						gas	53.9	205	1797
agleich@doncon.com	2	Suppickantor Holdings	Endpebicar	water_heater						heat pump	22.4	97	1427
agleich@doncon.com	3	Klinipar International Company	Enderex	air_handler	heater		gas						2417
agleich@finjob.com	1	Adnipover Holdings		air_handler	heater,air_conditioner	2.0	electric						8952
agleich@finjob.com	2	Happebantor	Emerefantor	air_handler	air_conditioner,heatpump	2.7		19.9	38.1				7777
agleich@finjob.com	3	Monhupinor Direct Inc	Bartinedazz	air_handler	air_conditioner	3.2							5520
aglick@treequote.com	1	Inglibentor WorldWide	Klieran	air_handler	air_conditioner	2.9							5099
aglick@treequote.com	2	Monnipar	Barkilplover	air_handler	heatpump			14.3	52.6				5463
aglick@treequote.com	3	Surmunamex WorldWide	Partinedicator	water_heater						gas	48.2		5192
aglick@treequote.com	4	Supquestollazz Holdings Corp.	Tupmunupentor	air_handler	air_conditioner,heater,heatpump	4.7	gas	20.0	35.8				8033
aglick@treequote.com	5	Rezapupar Direct Company	Addudantor	air_handler	air_conditioner	1.6							4088
aglick@treequote.com	6	Varcadilax Direct	Parweramax	water_heater						electric	11.6	112	3818
aglick@treequote.com	7	Winvenonar International	Dopglibimistor	air_handler	heatpump			27.0	41.8				4323
agobern@ontomedia.com	1	Admunaquax Holdings	Grodudonantor	air_handler	heater		gas						5843
agobern@ontomedia.com	2	Endpickimicator		air_handler	heater		electric						6980
agobern@ontomedia.com	3	Klizapupover WorldWide Company	Uncadadantor	air_handler	heater		gas						11745
agobern@ontomedia.com	4	Bartanefin International	Parjubantor	air_handler	air_conditioner	1.7							8303
agochal@blackzim.com	1	Dopnipan WorldWide Company	Surtinegin	water_heater						gas	33.3	170	1494
agochal@blackzim.com	2	Uptumin International Inc	Upjubantor	air_handler	air_conditioner,heatpump	0.6		20.3	38.4				2375
agochal@blackzim.com	3	Barpickover International	Endpebexor	water_heater						electric	81.2	134	1112
agochal@toughzap.com	1	Unquestistor WorldWide	Qwipebedgover	water_heater						gas	11.7	112	6952
agochal@toughzap.com	2	Tupquestentor	Surzapicax	air_handler	heatpump			25.3	33.7				5850
agochal@toughzap.com	3	Klibanicator	Monjubor	air_handler	heatpump			27.8	37.3				6570
agotter@isdom.com	1	Frojubimicator WorldWide	Unbanefex	air_handler	air_conditioner	2.5							8026
agotter@isdom.com	2	Grojubax Inc	Suppebaman	water_heater						thermosolar	122.6	96	8232
agotter@isdom.com	3	Suptumepor Holdings	Supkilinax	air_handler	heater		electric						8986
agotter@isdom.com	4	Admunaquax Holdings	Zeetanewistor	air_handler	heatpump			20.4	35.5				7481
agotter@isdom.com	5	Lombanazz International	Truhupefentor	air_handler	heater		gas						8511
agotter@isdom.com	6	Parmunexower	Undimamazz	air_handler	heater		electric						9332
agotter@statholdings.com	1	Thrupickadicator WorldWide	Untinommar	air_handler	air_conditioner	5.8							11165
agrenet@yearin.com	1	Winsipicator Inc	Dopjubar	air_handler	heatpump			28.5	45.7				3987
ahagele@dontechi.com	1	Grofropedgax WorldWide	Klirobor	air_handler	heatpump			20.0	53.0				14420
ahalsey@faxquote.com	1	Klisapeficator International Company	Adquestedax	air_handler	air_conditioner	2.3							6059
ahalsey@faxquote.com	2	Winwerpadower International Company	Qwipickonover	air_handler	air_conditioner	1.2							5696
ahalsey@faxquote.com	3	Incadan International	Survenommentor	air_handler	air_conditioner	10.0							5611
ahalsey@plussunin.com	1	Winpickopantor WorldWide	Lomnipistor	air_handler	air_conditioner	6.2							7595
ahalsey@plussunin.com	2	Froroban	Indudopazz	air_handler	heatpump			26.1	37.4				10425
ahalsey@plussunin.com	3	Trudiminower	Tupbanegantor	air_handler	heatpump			23.4	41.5				8263
ahalter@sunnamplex.com	1	Winbanower WorldWide Corp.		water_heater						gas	87.8	114	9494
ahalter@sunnamplex.com	2	Dopjubimex International	Truweramover	air_handler	heater		gas						7217
ahalter@sunnamplex.com	3	Upquestistor Holdings	Adglibimazz	air_handler	heatpump			28.1	30.6				8382
ahalter@sunnamplex.com	4	Lomwerpan Holdings	Zeejubax	water_heater						thermosolar	14.6	101	7897
ahamilton@cancity.com	1	Hapwerommin Group		water_heater						gas	66.0	103	2997
ahamilton@cancity.com	2	Parsipicator Company	Inmunplantor	air_handler	heater		electric						2464
ahamilton@cancity.com	3	Trujubicator Company		air_handler	heater,heatpump		electric	15.2	42.9				3849
aharabedian@inity.com	1	Rapweregicator International		air_handler	air_conditioner,heatpump	8.8		19.2	49.0				11194
aharabedian@inity.com	2	Upjubazz Direct Company	Tipsapex	air_handler	heatpump			20.3	35.2				8759
aharabedian@inity.com	3	Insipador Direct	Lomdudplin	air_handler	heatpump			28.8	55.4				9124
aharabedian@inity.com	4	Suprobefax WorldWide Company		water_heater						electric	26.1		6407
aharnos@bioholding.com	1	Barvenackax Direct Company	Zeefropower	air_handler	heatpump			26.3	40.2				8402
aharnos@bioholding.com	2	Qwijubackicator WorldWide Company		air_handler	air_conditioner	4.3							6356
aharnos@bioholding.com	3	Unsipedgex WorldWide Corp.		water_heater						electric	64.0	95	6034
aharoldson@zumgoity.com	1	Thruweraquicator Holdings	Raptanadentor	air_handler	air_conditioner	2.8							11336
aharoldson@zumgoity.com	2	Winglibower Company	Unsipar	air_handler	air_conditioner	2.4							12705
aharoldson@zumgoity.com	3	Klimunegex Holdings Inc	Gronipor	air_handler	heater		electric						7159
aheintzman@donquadtech.com	1	Thrutanax	Lomeristor	air_handler	air_conditioner	7.3							22333
aheintzman@donware.com	1	Tipdudonan WorldWide	Tupsapewax	water_heater						electric	57.5	199	20434
ahengel@groovestreet.com	1	Cipsapex	Tuphupover	air_handler	heatpump			19.3	49.2				16466
ahochard@hottechi.com	1	Upsapexan Group	Adfropantor	water_heater						gas	17.2	249	5648
ahochard@hottechi.com	2	Monzapupin Direct Company		air_handler	heater		gas						7724
ahochard@hottechi.com	3	Barmunar WorldWide	Survenilan	air_handler	heatpump			22.9	42.5				6737
ahochard@j-texon.com	1	Zeenipantor Inc		water_heater						electric	68.4	313	6466
ahochard@j-texon.com	2	Rebanackower Direct	Repeban	air_handler	heater		fuel oil						4952
ahochard@j-texon.com	3	Tuperar Direct	Thrumunicator	water_heater						electric	16.4	112	6535
ahochard@j-texon.com	4	Untumicator WorldWide Corp.	Surdimamazz	air_handler	heater		gas						6514
ahoffis@kan-code.com	1	Qwibanonin Direct	Supbananover	air_handler	heatpump			27.0	38.2				18393
ahollack@codehow.com	1	Retumanentor Inc	Cipsipistor	water_heater						electric	19.8	182	15087
ahoogland@zencorporation.com	1	Varerantor Direct	Thrutumegazz	water_heater						thermosolar	13.2	144	6897
ahoogland@zencorporation.com	2	Emtanentor WorldWide	Zeejubollin	air_handler	heatpump			22.0	47.9				7176
ahoogland@zencorporation.com	3	Bartumopover Direct Inc	Trutanar	air_handler	heatpump			17.3	38.9				4649
ahoogland@zencorporation.com	4	Frosipazz International Company	Unpebantor	air_handler	heatpump			22.7	54.5				5427
ahoogland@zencorporation.com	5	Trutumegantor WorldWide	Dopjubadan	water_heater						electric	36.7	146	5675
ahoogland@zencorporation.com	6	Remunar International		air_handler	air_conditioner	2.8							6420
ahoopengardner@iselectrics.com	1	Zeewerar Holdings	Cipvenantor	air_handler	heater		gas						6711
ahoopengardner@iselectrics.com	2	Cipsipover Direct Inc	Gronipar	water_heater						electric	60.5	102	4076
ahoopengardner@iselectrics.com	3	Tipjubepover	Frokilewor	air_handler	heatpump			31.2	33.7				4563
ahoopengardner@kan-code.com	1	Adtanollor Corp.	Klihupplantor	air_handler	air_conditioner	4.2							7461
ahoopengardner@kan-code.com	2	Klidudazz International	Zeewerpupan	water_heater						thermosolar	19.5	245	5480
ahoopengardner@kan-code.com	3	Frotinaquar Direct Group	Zeevenegax	air_handler	heatpump			18.1	41.5				7551
ahoopengardner@kan-code.com	4	Hapsipaquentor Direct	Winvenaquantor	water_heater						electric	29.1	168	8262
ahoopengardner@kan-code.com	5	Thrujubepazz International Company	Unweristor	air_handler	heatpump			20.5	37.9				7466
ahoopengardner@kan-code.com	6	Lomcadar Corp.		air_handler	heatpump			15.5	35.8				5064
ahoopengardner@zotware.com	1	Tupmunanover Holdings Group	Emzapicator	air_handler	heatpump			28.3	32.9				9944
ahoopengardner@zotware.com	2	Raprobower International	Varsapadicator	air_handler	air_conditioner	2.0							7074
ahoopengardner@zotware.com	3	Klizapin	Parhupefantor	air_handler	heater		gas						10472
ahoopengardner@zumgoity.com	1	Recadin Group	Zeedudinin	water_heater						gas	30.7		10269
ahoopengardner@zumgoity.com	2	Adcadimin International	Hapfropentor	air_handler	heatpump			20.5	35.5				7162
ahoopengardner@zumgoity.com	3	Hapweristor Holdings Corp.	Fromunan	air_handler	air_conditioner	1.6							7472
ahoopengardner@zumgoity.com	4	Thrunipexentor		air_handler	heatpump,heater		gas	22.4	42.5				11406
ahusser@toughzap.com	1	Intanepin International	Surtaninistor	air_handler	heatpump			19.7	49.3				6162
ahusser@toughzap.com	2	Klisapefower International	Partinover	air_handler	air_conditioner	2.0							5793
ahusser@toughzap.com	3	Zeezapefin	Parnipaman	air_handler	air_conditioner	2.9							6742
aisenhower@doncon.com	1	Tipsapentor Holdings Corp.		air_handler	heater		gas						16420
aisenhower@warephase.com	1	Grojubinentor Direct Group	Hapsapepazz	water_heater						thermosolar	21.8	101	3344
aisenhower@warephase.com	2	Tiprobex	Endcadilan	air_handler	heatpump,air_conditioner	2.6		21.1	49.5				5822
aisenhower@warephase.com	3	Monfropor	Wintinadax	air_handler	air_conditioner	1.6							4673
ajacobos@gogozoom.com	1	Advenex Inc	Qwizapan	water_heater						thermosolar	37.0	90	8753
ajacobos@kan-code.com	1	Unvenefor Group	Lomdimupicator	air_handler	air_conditioner	2.4							10806
ajacobos@kan-code.com	2	Varbanower International	Parweropentor	air_handler	heatpump			25.4	36.0				10545
